batch_id,paper_id,title,relevance_score,reason,tags
batch_00187,UvTo3tVBk2,Unlocking State-Tracking in Linear RNNs Through Negative Eigenvalues,3,Improves LRNN state-tracking for code evaluation; links formal language theory to program reasoning.,PROGRAM_REASONING;FORMAL_METHODS;OTHER
batch_00185,UmdotAAVDe,Combining Induction and Transduction for Abstract Reasoning,3,Program synthesis for abstract reasoning tasks via induction/transduction; relates to structured reasoning for code.,PROGRAM_REASONING;OTHER
batch_00184,US9k5TXVLZ,Circuit Representation Learning with Masked Gate Modeling and Verilog-AIG Alignment,3,"Uses LLMs to understand Verilog code functionality to constrain/guide circuit representation learning, aligning with formal methods + LLMs.",FORMAL_METHODS;OTHER
batch_00183,UHPnqSTBPO,Trust or Escalate: LLM Judges with Provable Guarantees for Human Agreement,3,LLM judge with selective abstention for reliability; provable guarantees align with statistical correctness themes.,RELIABILITY;ABSTENTION;WORKFLOW_STATS
batch_00182,U49N5V51rU,A Formal Framework for Understanding Length Generalization in Transformers,3,Theoretical analysis of transformer length generalization for algorithmic reasoning tasks.,OTHER
batch_00179,TjP1d8PP8l,Discriminator-Guided Embodied Planning for LLM Agent,3,"LLM agent planning with step-wise discriminator feedback for action optimization, applicable to code tasks.",AGENTS;TOOL_USE;RELIABILITY
batch_00178,Tg8RLxpMDu,Measuring memorization in RLHF for code completion,3,Studies memorization in RLHF/DPO for code completion; relates to reliability of LLM-generated code workflows.,RELIABILITY;WORKFLOW_STATS
batch_00173,SqoL14HDm0,"When Prompt Engineering Meets Software Engineering: CNL-P as Natural and Robust ""APIs'' for Human-AI Interaction",3,"Proposes CNL-P, a structured prompt language with static analysis to reduce ambiguity and improve LLM code/output reliability.",AMBIGUITY;OTHER
batch_00172,Se6MgCtRhz,Herald: A Natural Language Annotated Lean 4 Dataset,3,LLMs for formal verification (Lean 4); connects natural language specs to formal code proofs.,FORMAL_METHODS;VERIFICATION
batch_00168,S1Bv3068Xt,Can We Trust Embodied Agents? Exploring Backdoor Attacks against Embodied LLM-Based Decision-Making Systems,3,"Explores backdoor attacks on LLM-based embodied agents for decision-making, relevant to agent reliability/safety.",AGENTS;RELIABILITY;OTHER
batch_00166,RTHbao4Mib,Large Language Models Often Say One Thing and Do Another,3,"Evaluates LLM consistency between stated values and actions, relevant to reliability and hallucination reduction themes.",RELIABILITY;OTHER
batch_00162,QVj3kUvdvl,Unsupervised Model Tree Heritage Recovery,3,"Analyzes LLM heritage via weight space for reproducibility, relevant to workflow statistical correctness.",WORKFLOW_STATS;OTHER
batch_00161,QKBu1BOAwd,From Exploration to Mastery: Enabling LLMs to Master Tools via Self-Driven Interactions,3,LLM tool learning framework that refines documentation via feedback from code execution trials.,AGENTS;TOOL_USE;PROGRAM_REASONING
batch_00160,QAAsnSRwgu,From an LLM Swarm to a PDDL-empowered Hive: Planning Self-executed Instructions in a Multi-modal Jungle,3,"LLM-based agent system using PDDL for planning executable action sequences, relevant to structured reasoning for agents.",AGENTS;TOOL_USE;PROGRAM_REASONING
batch_00159,PyjZO7oSw2,SuperCorrect: Advancing Small LLM Reasoning with Thought Template Distillation and Self-Correction,3,"Self-correction framework for LLM reasoning, improves reliability on math tasks via error detection.",RELIABILITY
batch_00151,OoNazl6T7D,Non-myopic Generation of Language Models for Reasoning and Planning,3,LLM reasoning method for planning in coding/math tasks; improves reliability via non-myopic control.,RELIABILITY;PROGRAM_REASONING
batch_00149,OfjIlbelrT,FlexPrefill: A Context-Aware Sparse Attention Mechanism for Efficient Long-Sequence Inference,3,Improves LLM inference for long sequences; relevant for efficient program reasoning workflows.,OTHER
batch_00145,NsFZZU9gvk,Aligned LLMs Are Not Aligned Browser Agents,3,"Studies LLM agent safety/robustness for browser agents, relevant to reliability of tool-using code agents.",AGENTS;TOOL_USE;RELIABILITY
batch_00143,NUD03NBDOE,ActionReasoningBench: Reasoning about Actions with and without Ramification Constraints,3,"Benchmarks LLM reasoning about actions/change, including executability and effects, relevant to program state reasoning.",PROGRAM_REASONING
batch_00141,N6pbLYLeej,Chain-of-Thought Provably Enables Learning the (Otherwise) Unlearnable,3,Formal analysis of CoT's ability to decompose complex tasks; relevant to structured reasoning for code.,OTHER
batch_00137,MMwaQEVsAg,Commit0: Library Generation from Scratch,3,"Benchmarks LLM agents for multi-stage code generation from specs with feedback, aligning with code agent themes.",AGENTS;PROGRAM_REASONING
batch_00136,MCHuGOkExF,SFS: Smarter Code Space Search improves LLM Inference Scaling,3,"LLM code generation via search algorithms (MCTS, evolutionary) improving correctness and diversity on coding benchmarks.",RELIABILITY;OTHER
batch_00135,M4qNIzQYpd,OpenRCA: Can Large Language Models Locate the Root Cause of Software Failures?,3,LLM agent for root cause analysis of software failures using logs and telemetry data.,AGENTS;PROGRAM_REASONING;RELIABILITY
batch_00134,M23dTGWCZy,Can LLMs Generate Novel Research Ideas? A Large-Scale Human Study with 100+ NLP Researchers,3,"Evaluates LLM research agents for generating novel ideas, directly relevant to our work on AI agents for code/science.",AGENTS;OTHER
batch_00132,LkzuPorQ5L,Cut the Crap: An Economical Communication Pipeline for LLM-based Multi-Agent Systems,3,"Presents a method to prune communication in LLM-based multi-agent systems, directly relevant to efficient agent workflows.",AGENTS;OTHER
batch_00125,KZWaxtzIRx,SysBench: Can LLMs Follow System Message?,3,"Benchmarks LLM instruction following for constraints/specs, relevant to prompt ambiguity and reliability.",RELIABILITY;AMBIGUITY
batch_00124,KIgaAqEFHW,miniCTX: Neural Theorem Proving with (Long-)Contexts,3,"Neural theorem proving for formal math; connects LLMs to formal reasoning with code context, but domain is math not software.",FORMAL_METHODS;PROGRAM_REASONING
batch_00122,K2jOacHUlO,To Trust or Not to Trust? Enhancing Large Language Models' Situated Faithfulness to External Contexts,3,"Proposes confidence reasoning methods (SCR/RCR) for LLMs to resolve knowledge conflicts, improving reliability for QA.",RELIABILITY;CONSENSUS
batch_00121,JsVIGVntnQ,Empowering LLM Agents with Zero-Shot Optimal Decision-Making through Q-learning,3,LLM agent using Q-learning for optimal decision-making; connects model-based RL to code agent reasoning.,AGENTS;PROGRAM_REASONING
batch_00119,JVkdSi7Ekg,AHA: A Vision-Language-Model for Detecting and Reasoning Over Failures in Robotic Manipulation,3,"LLM/VLM agent for failure detection/reasoning in robotics; method improves task success via feedback, relevant to agent reliability.",AGENTS;RELIABILITY;OTHER
batch_00118,JBXO05r4AV,From Few to Many: Self-Improving Many-Shot Reasoners Through Iterative Optimization and Generation,3,"Proposes iterative optimization for many-shot ICL, explicitly validating on code generation tasks.",RELIABILITY;OTHER
batch_00116,J1J5eGJsKZ,ToolDial: Multi-turn Dialogue Generation Method for Tool-Augmented Language Models,3,"Presents ToolDial, a dataset/method for tool-augmented LMs in multi-turn dialogue, relevant to tool-using agents for API-based tasks.",AGENTS;TOOL_USE
batch_00115,IssPhpUsKt,Improving Reasoning Performance in Large Language Models via Representation Engineering,3,"Improves LLM reasoning via inference-time activation control, directly relevant to structured reasoning for code.",RELIABILITY;OTHER
batch_00109,HvSytvg3Jh,AlphaEdit: Null-Space Constrained Knowledge Editing for Language Models,3,Null-space projection for LLM knowledge editing reduces side effects on preserved code knowledge.,RELIABILITY;OTHER
batch_00107,HQHnhVQznF,Certifying Counterfactual Bias in LLMs,3,"Proposes framework to certify counterfactual bias in LLM responses, aligning with reliability/formal methods for correctness.",RELIABILITY;FORMAL_METHODS
batch_00106,HEXtydywnE,LASER: A Neuro-Symbolic Framework for Learning Spatio-Temporal Scene Graphs with Weak Supervision,3,Neuro-symbolic framework using LLMs to extract logical specs from text for structured reasoning.,NEURO_SYMBOLIC;OTHER
batch_00103,GfXMTAJaxZ,How to Verify Any (Reasonable) Distribution Property: Computationally Sound Argument Systems for Distributions,3,"Presents interactive verification protocol for distribution properties, relevant to formal methods for statistical correctness.",VERIFICATION;FORMAL_METHODS
batch_00101,GLWf2fq0bX,Skill Expansion and Composition in Parameter Space,3,"Proposes parameter-efficient skill expansion/composition for agents, relevant to evolving LLM-based code agents.",AGENTS;OTHER
batch_00098,G0dksFayVq,JudgeBench: A Benchmark for Evaluating LLM-Based Judges,3,"Benchmark for LLM judges on coding tasks; evaluates objective correctness, relevant to code reliability assessment.",RELIABILITY;OTHER
batch_00092,EyaH1wzmao,The Ramanujan Library - Automated Discovery on the Hypergraph of Integer Relations,3,"LLM multi-agent system for heterogeneous robot task planning, includes embodiment-aware reasoning for complex tasks.",AGENTS;TOOL_USE;PROGRAM_REASONING
batch_00091,ErQPdaD5wJ,AutoUAD: Hyper-parameter Optimization for Unsupervised Anomaly Detection,3,Hyper-parameter optimization for unsupervised anomaly detection; relates to reliability & statistical correctness of ML workflows.,RELIABILITY;WORKFLOW_STATS
batch_00089,EW6bNEqalF,Offline RL in Regular Decision Processes: Sample Efficiency via Language Metrics,3,Offline RL in non-Markovian processes using formal language theory; connects symbolic automata reasoning to decision-making.,FORMAL_METHODS;OTHER
batch_00086,DwqoBkj2Mw,The Last Iterate Advantage: Empirical Auditing and Principled Heuristic Analysis of Differentially Private SGD,3,Analyzes reliability of DP-SGD workflow; connects to statistical correctness and reproducibility themes.,RELIABILITY;WORKFLOW_STATS
batch_00085,Dl6nkKKvlX,Balancing Act: Diversity and Consistency in Large Language Model Ensembles,3,"LLM ensemble strategy for reasoning tasks, includes consensus/abstention mechanism for reliability.",RELIABILITY;CONSENSUS
batch_00084,DhH3LbA6F6,Reinforcement learning with combinatorial actions for coupled restless bandits,3,RL with combinatorial actions for planning; potential transfer to reasoning about program actions/constraints.,OTHER
batch_00083,DSsSPr0RZJ,DSBench: How Far Are Data Science Agents from Becoming Data Science Experts?,3,Evaluates LLM agents on realistic data science tasks including code generation and analysis,AGENTS;PROGRAM_REASONING;OTHER
batch_00082,DI4gW8viB6,Competing Large Language Models in Multi-Agent Gaming Environments,3,"Evaluates LLM reasoning and strategy in multi-agent game theory scenarios, testing robustness and generalizability.",AGENTS;REASONING
batch_00081,D2hhkU5O48,QA-Calibration of Language Model Confidence Scores,3,"Introduces QA-calibration for LLM confidence scores, relevant to reliability and abstention for code correctness.",RELIABILITY;ABSTENTION
batch_00080,CvGqMD5OtX,CHASE-SQL: Multi-Path Reasoning and Preference Optimized Candidate Selection in Text-to-SQL,3,"Uses multi-agent LLM reasoning and test-time candidate selection for Text-to-SQL, improving code correctness.",AGENTS;RELIABILITY;PROGRAM_REASONING
batch_00079,CjwERcAU7w,Training Language Models to Self-Correct via Reinforcement Learning,3,LLM self-correction training method (SCoRe) improves code correctness on HumanEval benchmark.,RELIABILITY
batch_00076,C25SgeXWjE,Large Language Models Meet Symbolic Provers for Logical Reasoning Evaluation,3,LLMs + symbolic provers for FOL reasoning; intermediate steps align with structured reasoning theme.,FORMAL_METHODS;SYMBOLIC_EXEC;PROGRAM_REASONING
batch_00074,BpIbnXWfhL,RuAG: Learned-rule-augmented Generation for Large Language Models,3,Augments LLM reasoning with learned logic rules; connects to structured reasoning for downstream tasks.,OTHER
batch_00071,BLWaTeucYX,Generating CAD Code with Vision-Language Models for 3D Designs,3,"Self-refinement method using VLM feedback to verify/correct generated CAD code, aligning with LLM reliability for code correctness.",RELIABILITY
batch_00068,AqfUa08PCH,Training Language Models on Synthetic Edit Sequences Improves Code Synthesis,3,"Method for iterative code synthesis via edit sequences, improving reliability and scaling on code benchmarks.",RELIABILITY;OTHER
batch_00067,AjXkRZIvjB,GSM-Symbolic: Understanding the Limitations of Mathematical Reasoning in Large Language Models,3,"Analyzes LLM reasoning limitations via controlled symbolic benchmark, relevant to reliability and semantic correctness.",RELIABILITY;OTHER
batch_00065,AJpUZd8Clb,Conformal Language Model Reasoning with Coherent Factuality,3,"Conformal prediction for LM reasoning correctness; applies to logical arguments, relates to reliability/consistency checks.",RELIABILITY;OTHER
batch_00061,9cQB1Hwrtw,Transformers Struggle to Learn to Search,3,"Analyzes transformer reasoning on search tasks, relevant to structured reasoning and LLM reliability for algorithmic problems.",OTHER
batch_00060,9YNyiCJE3k,OSDA Agent: Leveraging Large Language Models for De Novo Design of Organic Structure Directing Agents,3,LLM agent for molecular design with evaluation-refinement loop; transferable reasoning to code tasks.,AGENTS;TOOL_USE;OTHER
batch_00055,8rvqpiTTFv,Sharpness-Aware Minimization: General Analysis and Improved Rates,3,Method for guaranteed constraint satisfaction in LLM outputs via rejection sampling; relates to reliability/abstention mechanisms.,RELIABILITY;ABSTENTION
batch_00054,8g4XgC8HPF,Controllable Generation via Locally Constrained Resampling,3,"Neuro-symbolic method for constrained generation; applies formal constraints to LLM outputs, relevant to formal methods+LLMs.",NEURO_SYMBOLIC;FORMAL_METHODS;CONSTRAINTS
batch_00052,8KQzoD5XAr,CraftRTL: High-quality Synthetic Data Generation for Verilog Code Models with Correct-by-Construction Non-Textual Representations and Targeted Code Repair,3,"Automated code repair framework for LLM-generated Verilog, targeting correctness via error injection and correction.",RELIABILITY;PROGRAM_REASONING
batch_00051,8DBTq09LgN,Synthesizing Programmatic Reinforcement Learning Policies with Large Language Model Guided Search,3,LLM-guided search for programmatic RL policies; connects LLM reasoning to program synthesis for code.,AGENTS;PROGRAM_REASONING;OTHER
batch_00050,7xCSK9BLPy,Better Instruction-Following Through Minimum Bayes Risk,3,MBR decoding for output selection is a reliability/consensus method applicable to code generation tasks.,RELIABILITY;CONSENSUS
batch_00049,7o6SG5gVev,TestGenEval: A Real World Unit Test Generation and Test Completion Benchmark,3,"Benchmark for LLM test generation, evaluates reasoning about execution and correctness.",RELIABILITY;PROGRAM_REASONING
batch_00046,7NL74jUiMg,Alchemy: Amplifying Theorem-Proving Capability Through Symbolic Mutation,3,"Synthetic data generation for neural theorem proving, aligns with formal methods + LLMs theme.",FORMAL_METHODS;OTHER
batch_00044,77gQUdQhE7,Inference-Aware Fine-Tuning for Best-of-N Sampling in Large Language Models,3,"BoN sampling with verifier selection improves LLM code correctness, aligning with reliability methods.",RELIABILITY;CONSENSUS
batch_00043,6s5uXNWGIh,MLE-bench: Evaluating Machine Learning Agents on Machine Learning Engineering,3,"Evaluates LLM agents on ML engineering tasks, including code generation and workflow automation.",AGENTS;PROGRAM_REASONING
batch_00041,6aHUmotXaw,Mutual Reasoning Makes Smaller LLMs Stronger Problem-Solver,3,Self-play mutual reasoning for code-like problem-solving; uses consensus/verification to improve reliability.,RELIABILITY;CONSENSUS
batch_00039,6HcnC3pPkp,Token-Supervised Value Models for Enhancing Mathematical Problem-Solving Capabilities of Large Language Models,3,Token-level value models for tree search in math problem-solving; relates to verifier-guided decoding and reliability for code.,RELIABILITY;CONSENSUS
batch_00037,60i0ksMAhd,BlendRL: A Framework for Merging Symbolic and Neural Policy Learning,3,Neuro-symbolic RL framework (BlendRL) for integrating neural and symbolic reasoning in agents.,NEURO_SYMBOLIC;AGENTS;REASONING
batch_00031,51WraMid8K,A Probabilistic Perspective on Unlearning and Alignment for Large Language Models,3,"Probabilistic framework for LLM evaluation, addressing reliability and sampling semantics for unlearning/alignment.",RELIABILITY;WORKFLOW_STATS
batch_00031,4ytRL3HJrq,Nova: Generative Language Models for Assembly Code with Hierarchical Attention and Contrastive Learning,3,LLM for assembly code with hierarchical attention for semantic understanding; relates to structured reasoning for low-level code.,PROGRAM_REASONING;OTHER
batch_00030,4ub9gpx9xw,Walk the Talk? Measuring the Faithfulness of Large Language Model Explanations,3,"Measures faithfulness of LLM explanations using counterfactuals, relevant to reliability and semantic consistency.",RELIABILITY
batch_00022,3baOKeI2EU,UniCoTT: A Unified Framework for Structural Chain-of-Thought Distillation,3,"Focuses on structured CoT (chain, tree, graph) for reasoning, aligning with structured reasoning themes for LLMs.",OTHER
batch_00021,3UaOlzDEt2,CREMA: Generalizable and Efficient Video-Language Reasoning via Multimodal Modular Fusion,3,"Proposes modular fusion framework for LLM reasoning, validated on coding environments (SWE-bench), improving agent performance.",AGENTS;RELIABILITY
batch_00020,3Gzz7ZQLiz,Learning to Contextualize Web Pages for Enhanced Decision Making by LLM Agents,3,"LLM agent framework for web automation; contextualizes complex inputs for better decision-making, relates to agent reasoning.",AGENTS;TOOL_USE
batch_00019,328vch6tRs,From Tokens to Words: On the Inner Lexicon of LLMs,3,"Studies LLM internal representations for words, relevant to structured reasoning about code semantics and token-level ambiguity.",OTHER
batch_00016,2hcfoCHKoB,DeepRTL: Bridging Verilog Understanding and Generation with a Unified Representation Model,3,"Unified LLM for Verilog understanding/generation; aligns code with specs, relates to formal methods for hardware.",FORMAL_METHODS;VERIFICATION
batch_00014,2MLvV7fvAz,Spectro-Riemannian Graph Neural Networks,3,Uses LLM self-evolution with symbolic verifier for automated proof generation in Rust code.,FORMAL_METHODS;VERIFICATION;RELIABILITY
batch_00009,1i6lkavJ94,Conformal Generative Modeling with Improved Sample Efficiency through Sequential Greedy Filtering,3,"Conformal prediction for generative models provides statistical guarantees, relevant to reliability and correctness of LLM workflows.",RELIABILITY;WORKFLOW_STATS
batch_00007,1Iuw1jcIrf,MathCoder2: Better Math Reasoning from Continued Pretraining on Model-translated Mathematical Code,3,"Generates code to capture mathematical reasoning steps, aligning with structured reasoning for code correctness.",PROGRAM_REASONING;OTHER
batch_00005,0yvZm2AjUr,Monitoring Latent World States in Language Models with Propositional Probes,3,"Probes extract logical propositions (worksAs(Greg, nurse)) from LM states, connecting to structured semantic reasoning.",OTHER
batch_00003,0bmGL4q7vJ,Multi-modal Agent Tuning: Building a VLM-Driven Agent for Efficient Tool Usage,3,"Presents method for tuning VLM agents for tool usage, directly relevant to LLM-based agents for code/tools.",AGENTS;TOOL_USE
batch_00369,zfeso8ceqr,Deconstructing What Makes a Good Optimizer for Autoregressive Language Models,2,Weakly touches LLM reliability via optimizer analysis for code generation models.,RELIABILITY;OTHER
batch_00363,yVQcr4qjD6,Robust Function-Calling for On-Device Language Model via Function Masking,2,"Improves LLM function-calling for tool use, a core agent capability, but lacks explicit link to code/program reasoning.",AGENTS;TOOL_USE;OTHER
batch_00345,vo4AHjowKi,Training-free LLM-generated Text Detection by Mining Token Probability Sequences,2,Training-free detection of LLM-generated text via token probability analysis; relates to reliability and hallucination detection.,RELIABILITY
batch_00322,sb1HgVDLjN,Offline Model-Based Optimization by Learning to Rank,2,Proposes learning-to-rank for offline optimization; relates to consensus/selection for improving output reliability.,RELIABILITY;OTHER
batch_00320,sGpCzsfd1K,ChartMimic: Evaluating LMM's Cross-Modal Reasoning Capability via Chart-to-Code Generation,2,"Evaluates code generation from visual charts, touching on LMM reliability for program synthesis from specs.",RELIABILITY;OTHER
batch_00314,rTCJ29pkuA,Reasoning of Large Language Models over Knowledge Graphs with Super-Relations,2,LLM reasoning over structured graphs (KGs) with improved retrieval; weak code link but structured reasoning.,OTHER
batch_00313,rJ5g8ueQaI,SEMDICE: Off-policy State Entropy Maximization via Stationary Distribution Correction Estimation,2,Presents an algorithm for policy learning via stationary distribution optimization; weakly related to structured reasoning about program states.,OTHER
batch_00308,qIbbBSzH6n,MMDT: Decoding the Trustworthiness and Safety of Multimodal Foundation Models,2,Evaluates hallucination and safety in multimodal models; weak connection to code reliability via hallucination detection.,RELIABILITY;OTHER
batch_00263,iVxxgZlXh6,LLaRA: Supercharging Robot Learning Data for Vision-Language Policy,2,Presents a VLA agent framework for robot control via instruction tuning; relevant to LLM agents for structured tasks.,AGENTS;OTHER
batch_00239,eU39PDsZtT,GraphRouter: A Graph-based Router for LLM Selections,2,LLM selection for cost/performance trade-offs; weak signal for reliability via workflow optimization.,RELIABILITY;OTHER
batch_00238,eHfq8Q3LeD,Matrix Product Sketching via Coordinated Sampling,2,"Applies sketching to approximate attention matrices in transformers, a weak signal for model efficiency in code-related reasoning.",OTHER
batch_00223,bqv7M0wc4x,LoRanPAC: Low-rank Random Features and Pre-trained Models for Bridging Theory and Practice in Continual Learning,2,"Applies structured SVD truncation for stable continual learning, a reliability mechanism potentially applicable to LLM workflows.",RELIABILITY;WORKFLOW_STATS
batch_00175,TDyE2iuvyc,Efficient Model Editing with Task-Localized Sparse Fine-tuning,2,"Task arithmetic for model editing relates to reliability of LLM workflows, but is not specifically applied to code or program reasoning.",WORKFLOW_STATS;OTHER
batch_00171,SThJXvucjQ,Conservative Contextual Bandits: Beyond Linear Representations,2,Weak connection: safe bandits for sequential decisions; could inspire verifier-guided LLM action selection.,RELIABILITY;OTHER
batch_00142,NHhjczmJjo,On the Learn-to-Optimize Capabilities of Transformers in In-Context Sparse Recovery,2,In-context learning as gradient descent for LASSO; relates to structured reasoning for optimization.,OTHER
batch_00112,II81zQUS1x,Multiplicative Logit Adjustment Approximates Neural-Collapse-Aware Decision Boundary Adjustment,2,"Long-tailed recognition via logit adjustment; weak link to reliability for classification, but not code or LLMs.",OTHER
batch_00097,FrFQpAgnGE,The Semantic Hub Hypothesis: Language Models Share Semantic Representations Across Languages and Modalities,2,"Shows LLMs share semantic representations for code with other modalities, relevant to semantic reasoning.",OTHER
batch_00075,BwR8t91yqh,Interactive Speculative Planning: Enhance Agent Efficiency through Co-design of System and User Interface,2,"LLM agent planning with human-in-the-loop interaction for efficiency, but focus is on HCI, not code reasoning/reliability.",AGENTS;OTHER
batch_00045,7GKbQ1WT1C,Prompting Fairness: Integrating Causality to Debias Large Language Models,2,Causality-guided prompting for debiasing LLMs; weak connection to code reliability via decision-making frameworks.,RELIABILITY;OTHER
batch_00370,zqtql1YmlS,Fewer May Be Better: Enhancing Offline Reinforcement Learning with Reduced Dataset,1,Method for selecting data subsets to improve offline RL; weak link to code agent reliability via data efficiency.,OTHER
batch_00365,ywFOSIT9ik,Revisiting Zeroth-Order Optimization: Minimum-Variance Two-Point Estimators and Directionally Aligned Perturbations,1,Zeroth-order optimization for black-box functions; potential application to optimizing LLM-based code generation workflows.,OTHER
batch_00343,vRvVVb0NAz,When is Task Vector Provably Effective for Model Editing? A Generalization Analysis of Nonlinear Transformers,1,"Theoretical analysis of task vectors for model editing, validated on code model Phi-1.5 for unlearning.",OTHER
batch_00319,s7DkcgpRxL,"Train Small, Infer Large: Memory-Efficient LoRA Training for Large Language Models",1,Memory-efficient fine-tuning for LLMs; peripheral to reliability of LLM workflows for code.,OTHER
batch_00277,kpq3IIjUD3,Learning local equivariant representations for quantum operators,1,Generates logical circuits with strict equivalence; relates to formal methods for code synthesis.,FORMAL_METHODS;OTHER
batch_00275,kRBQwlkFSP,Diffusion State-Guided Projected Gradient for Inverse Problems,1,Method projects gradients to a subspace for robustness; weak link to structured reasoning for code.,OTHER
batch_00250,gTwRMU3lJ5,LoRA-Pro: Are Low-Rank Adapters Properly Optimized?,1,"Method improves fine-tuning for LLMs, validated on code generation, but core contribution is optimization, not reasoning/reliability.",OTHER
batch_00240,eajZpoQkGK,DiffSplat: Repurposing Image Diffusion Models for Scalable Gaussian Splat Generation,1,"Uses diffusion models for 3D generation; only weakly related via 'consistency' checks, not core to code/verification.",OTHER
batch_00235,dh78yRFVK9,Provable unlearning in topic modeling and downstream tasks,1,"Theoretical analysis of model adaptation/fine-tuning, but only weakly connected to code/verification via generic task reasoning.",OTHER
batch_00230,cyPMEXdqQ2,Overcoming Lower-Level Constraints in Bilevel Optimization: A Novel Approach with Regularized Gap Functions,1,Bilevel optimization applied to constrained meta-learning; peripheral connection to reliability in learning workflows.,OTHER
batch_00221,bc2H72hGxB,Human-Aligned Chess With a Bit of Search,1,"Uses MCTS for inference-time scaling/calibration, a potential reliability mechanism for agent decision-making.",RELIABILITY;OTHER
batch_00180,TsBDfe8Ra5,FreCaS: Efficient Higher-Resolution Image Generation via Frequency-aware Cascaded Sampling,1,"Barely relevant: training-free method for structured generation, but focused on images, not code or reasoning.",OTHER
batch_00153,P6G1Z6jkf3,Modeling Fine-Grained Hand-Object Dynamics for Egocentric Video Representation Learning,1,Proposes EgoVideo model with motion adapter for fine-grained dynamics; peripheral connection to structured reasoning about states.,OTHER
batch_00150,OlzB6LnXcS,One Step Diffusion via Shortcut Models,1,"Technically connected via steering discrete diffusion models for non-differentiable rewards, applicable to code generation.",OTHER
batch_00146,O9YTt26r2P,Arithmetic Without Algorithms: Language Models Solve Math with a Bag of Heuristics,1,Mechanistic analysis of LLM reasoning for arithmetic; relates to reliability and understanding code reasoning failures.,RELIABILITY;OTHER
batch_00133,LvDwwAgMEW,Eliciting Human Preferences with Language Models,1,LM-based method for eliciting programming spec ambiguity; weakly touches our theme of ambiguity in NL prompts.,AMBIGUITY;OTHER
batch_00104,GtpubstM1D,"Advancing Mathematical Reasoning in Language Models: The Impact of Problem-Solving Data, Data Synthesis Methods, and Training Stages",1,"Barely relevant: Studies LLM training for math reasoning, which is adjacent to code reasoning but not our core focus.",OTHER
batch_00062,9qS3HzSDNv,Integrating Protein Dynamics into Structure-Based Drug Design via Full-Atom Stochastic Flows,1,"Uses generative modeling for structure-based drug design, but domain is bio/pharma, not software engineering or code reasoning.",OTHER
batch_00056,93XT0lKOct,Data Pruning by Information Maximization,1,Method for instruction tuning LLMs via data pruning; weakly related to reliability of LLM workflows.,WORKFLOW_STATS
