batch_id,paper_id,title,relevance_score,reason,tags
batch_00046,article-33284,Bridging the User-side Knowledge Gap in Knowledge-aware Recommendations with Large Language Models,3,"LLM infers user interests for recommendation system, addressing knowledge gap via structured reasoning.",OTHER
batch_00092,article-33228,DiverSAT: A Novel and Effective Local Search Algorithm for Diverse SAT Problem,3,"Solves Diverse SAT problem for formal verification, relevant to symbolic methods and formal reasoning.",FORMAL_METHODS;SYMBOLIC_EXEC;VERIFICATION
batch_00168,article-33226,Improving the Lower Bound in Branch-and-Bound Algorithms for MaxSAT,3,Improves Branch-and-Bound for MaxSAT; core unlocking mechanism is a formal method for constraint solving.,FORMAL_METHODS;VERIFICATION
batch_00002,article-33224,A Complete Algorithm for Optimization Modulo Nonlinear Real Arithmetic,3,"Presents a complete algorithm for optimization modulo nonlinear real arithmetic, relevant to formal methods and SMT solvers for program verification.",FORMAL_METHODS;VERIFICATION
batch_00255,article-33213,Quantified Linear and Polynomial Arithmetic Satisfiability via Template-based Skolemization,3,Novel quantifier elimination method for LRA/NRA formulas using Skolemization; applicable to program analysis and verification.,FORMAL_METHODS;VERIFICATION
batch_00148,article-32813,Geometry-Aware 3D Salient Object Detection Network,3,"Addresses inconsistency localization, a key concept for program verification and debugging workflows.",VERIFICATION;OTHER
batch_00322,article-32614,Training Verification-Friendly Neural Networks via Neuron Behavior Consistency,3,"Trains neural networks for easier formal verification, connecting formal methods to AI reliability.",FORMAL_METHODS;VERIFICATION;RELIABILITY
batch_00291,article-32547,Skip Mamba Diffusion for Monocular 3D Semantic Scene Completion,3,Uses formal reasoning (LTL synthesis) to generate a generalized plan for a data structure manipulation problem.,FORMAL_METHODS;PROGRAM_REASONING
batch_00215,article-32455,Multi-Modal Grounded Planning and Efficient Replanning for Learning Embodied Agents with a Few Examples,3,LLM agent for task planning with environmental grounding and visual replanning for embodied tasks.,AGENTS;TOOL_USE
batch_00330,article-32387,Unleashing the Temporal-Spatial Reasoning Capacity of GPT for Training-Free Audio and Language Referenced Video Object Segmentation,3,"LLM agent (GPT-4) performs temporal-spatial reasoning to select prompts for video object segmentation, aligning with tool-using agents for structured reasoning.",AGENTS;TOOL_USE;PROGRAM_REASONING
batch_00335,article-32384,VProChart: Answering Chart Question Through Visual Perception Alignment Agent and Programmatic Solution Reasoning,3,"LLM agent uses programmatic reasoning for chart QA, aligning with structured code generation for correctness.",AGENTS;PROGRAM_REASONING
batch_00286,article-32305,Semantic Ambiguity Modeling and Propagation for Fine-Grained Visual Cross View Geo-Localization,3,Explicitly models semantic ambiguity in specs (images) and propagates uncertainty to improve downstream task reliability.,AMBIGUITY
batch_00221,article-32280,Muses: 3D-Controllable Image Generation via Multi-Modal Agent Collaboration,3,Multi-modal agent pipeline for planning/generation; potential relevance to tool-using AI agents for structured tasks.,AGENTS;TOOL_USE;OTHER
batch_00093,article-32140,Does GPT Really Get It? A Hierarchical Scale to Quantify Human and AI’s Understanding of Algorithms,3,"Proposes a hierarchy for quantifying AI's understanding of algorithms, directly relevant to LLM program reasoning reliability.",PROGRAM_REASONING;RELIABILITY;OTHER
batch_00136,article-32101,Formal Synthesis of Barrier Certificates Using Fourier Kolmogorov-Arnold Network,3,"Uses neural networks for formal verification of barrier certificates, a hybrid neuro-symbolic approach.",FORMAL_METHODS;OTHER
batch_00035,article-32090,BERT-Based Code Learning for Exception Localization and Type Prediction,3,"Uses BERT and Bi-LSTM for program analysis (exception localization/type prediction), relates to code reliability.",PROGRAM_REASONING;RELIABILITY
batch_00327,article-32082,Uncovering LLM-Generated Code: A Zero-Shot Synthetic Code Detector via Code Rewriting,3,"Proposes a method for detecting LLM-generated code via semantic similarity, relating to code reliability and hallucination detection.",RELIABILITY
batch_00161,article-32066,"Hybrid-Driving: An Autonomous Driving Decision Framework Integrating Large Language Models, Knowledge Graphs and Driving Rules",3,"LLM agent framework (Hybrid-Driving) uses KG+rules to reduce hallucinations, relevant to verifier-guided reliability for code.",AGENTS;RELIABILITY
batch_00346,article-32061,dyAb: Flow Matching for Flexible Antibody Design with AlphaFold-driven Pre-binding Antigen,3,"Uses AlphaFold2 for structural prediction and flow matching for dynamic simulation, aligning with hybrid neuro-symbolic reasoning for complex systems.",OTHER
batch_00273,article-32026,SCALM: Detecting Bad Practices in Smart Contracts Through LLMs,3,"LLM-based framework (SCALM) for detecting bad practices in smart contracts, connecting LLMs to program analysis.",PROGRAM_REASONING;OTHER
batch_00290,article-32018,Simulate and Eliminate: Revoke Backdoors for Generative Large Language Models,3,Method (SANDE) to revoke backdoors in LLMs; relates to reliability and safety of generative models.,RELIABILITY
batch_00012,article-31995,APIRL: Deep Reinforcement Learning for REST API Fuzzing,3,"Uses DRL for automated REST API testing, a form of program analysis and debugging via learned policies.",OTHER
batch_00190,article-31988,Less Is More: Adaptive Program Repair with Bug Localization and Preference Learning,3,Automated program repair with bug localization and consistency-focused patch generation; aligns with code debugging/reliability.,PROGRAM_REASONING;RELIABILITY
batch_00140,article-31985,G2LDetect: A Global-to-Local Approach for Hallucination Detection,3,Global-to-local hallucination detection method; relevant for reliability and hallucination reduction for LLM-generated text/code.,RELIABILITY
batch_00281,article-31976,Scalable Surrogate Verification of Image-Based Neural Network Control Systems Using Composition and Unrolling,3,Verifies NN control systems with images using cGAN surrogate & composition/unrolling. Relates to formal methods + neuro-symbolic verification.,FORMAL_METHODS;VERIFICATION
batch_00015,article-35502,Acting Beyond Learning: Imagination-Assisted Decision-Making in the Visual-based Multi-Agent Cooperative Scenarios,2,Model-based multi-agent planning with imagination for policy optimization; peripheral link to agent reasoning.,AGENTS;OTHER
batch_00078,article-35344,Data Wrangling Task Automation Using Code-Generating Language Models,2,Uses LLMs to generate code for data wrangling automation.,OTHER
batch_00034,article-35169,Automated Assessment of Student Self-Explanation in Code Comprehension Using Pre-Trained Language Models,2,Automated assessment of code-related natural language explanations using LLMs; touches code comprehension.,OTHER
batch_00168,article-34934,In Search of Trees: Decision-Tree Policy Synthesis for Black-Box Systems via Search,2,Synthesizes decision-tree policies for black-box systems; relates to structured reasoning and verification.,FORMAL_METHODS;OTHER
batch_00165,article-34525,Imitate Before Detect: Aligning Machine Stylistic Preference for Machine-Revised Text Detection,2,Detects LLM-revised text by modeling stylistic preferences; weak link to code correctness.,RELIABILITY;OTHER
batch_00260,article-34079,ReX: A Framework for Incorporating Temporal Information in Model-Agnostic Local Explanation Techniques,2,Framework for model explanations on variable-length inputs; weakly relates to reliability of AI workflows.,WORKFLOW_STATS;OTHER
batch_00328,article-33733,Understanding Individual Agent Importance in Multi-Agent System via Counterfactual Reasoning,2,"Evaluates agent importance in multi-agent systems via counterfactual reasoning, potentially applicable to code-generating agent teams.",AGENTS;OTHER
batch_00172,article-33610,Instruction-Augmented Long-Horizon Planning: Embedding Grounding Mechanisms in Embodied Mobile Manipulation,2,"LLM agent for planning using PDDL; connects abstract reasoning to grounded actions, but domain is robotics.",AGENTS;TOOL_USE;PROGRAM_REASONING
batch_00147,article-33593,Generating Traffic Scenarios via In-Context Learning to Learn Better Motion Planner,2,"Uses LLM for in-context learning to generate code-like scripts for simulation, a weak signal of tool-using agents.",AGENTS;TOOL_USE;OTHER
batch_00058,article-33434,CoT4Rec: Revealing User Preferences Through Chain of Thought for Recommender Systems,2,Uses LLM chain-of-thought for user preference analysis in recommendation; tangential connection to structured reasoning for code.,OTHER
batch_00134,article-32771,First Line of Defense: A Robust First Layer Mitigates Adversarial Attacks,2,Proposes architectural defense against adversarial attacks; weak link to LLM reliability for code via robustness theme.,RELIABILITY;OTHER
batch_00150,article-32416,Granularity-Adaptive Spatial Evidence Tokenization for Video Question Answering,2,Multi-granular tokenization for video QA; weak link to structured reasoning for code via intermediate state handling.,OTHER
batch_00026,article-35194,"An XAI Social Media Platform for Teaching K-12 Students AI-Driven Profiling, Clustering, and Engagement-Based Recommending",1,LLM agent for analog circuit design via code generation and self-correcting feedback.,AGENTS;TOOL_USE;PROGRAM_REASONING
batch_00041,article-34961,Bias Unveiled: Investigating Social Bias in LLM-Generated Code,1,"Evaluates social bias in LLM-generated code and tests mitigation strategies, weakly touching code reliability.",RELIABILITY;OTHER
batch_00208,article-34915,MetaSymNet: A Tree-like Symbol Network with Adaptive Architecture and Activation Functions,1,Symbolic regression with neural networks; peripheral connection to neuro-symbolic methods for formula discovery.,OTHER
batch_00265,article-34832,RepeatLeakage: Leak Prompts from Repeating as Large Language Model Is a Good Repeater,1,Explores LLM behavior via repetition for prompt leakage; tangential to reliability/hallucination.,RELIABILITY;OTHER
batch_00217,article-34652,Multi-View Empowered Structural Graph Wordification for Language Models,1,"Aligns LLMs with graph-structured data for explainable reasoning, touching on structured knowledge integration.",OTHER
batch_00275,article-34102,SLR-MVTC: Smooth Low-Rank Multi-View Tensor Clustering,1,Uses tensor methods for multi-view clustering; weak connection to structured reasoning via latent feature analysis.,OTHER
batch_00105,article-33597,Efficient Language-instructed Skill Acquisition via Reward-Policy Co-Evolution,1,LLMs generate reward functions for robotic skill acquisition; weak connection to code/verification.,OTHER
